fecha,estacion,comuna,zona_geografica,tipo_estacion,mp2_5_mean,mp2_5_max,mp10_mean,mp10_max,o3_mean,o3_max,temperatura_mean,humedad_mean,presion_mean,viento_mean,direccion_viento,radiacion_mean,isoterma_0_mean,precipitacion_sum,precipitacion_max,prop_inversion,dia_semana,es_finde,es_festivo,periodo_gec,tipo_dia,estacion_anio,temporada_critica,nivel_socioeconomico,calidad_aire_mp25,calidad_aire_mp10,nivel_contaminacion,estaciones_en_episodio,critico_mp25_dia,critico_mp10_dia,mala_calidad_mp25
2022-02-04,Puente Alto,Puente Alto,Sur,Suburbana,24.02,52.0,50.1,102.3,34.12,95.8,21.15,53.78,1016.37,2.28,231.85,388.46,3955.96,0.0,0.0,0.33,4,0,0,0,Laboral,Verano,Resto del año,Q3 (medio),Bueno,Bueno,Bajo,0,0,0,0
2022-02-04,Quilicura,Quilicura,Norte,Urbana de tráfico,25.9,55.8,53.52,109.0,32.16,87.0,21.78,55.48,1017.94,2.67,214.67,390.96,4005.62,0.0,0.0,0.54,4,0,0,0,Laboral,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Medio,0,0,0,0
2022-02-04,Talagante,Talagante,Poniente,Suburbana,20.73,48.6,45.32,98.7,36.72,107.5,22.1,56.7,1017.28,2.19,227.92,391.74,4068.25,0.0,0.0,0.38,4,0,0,0,Laboral,Verano,Resto del año,Q3 (medio),Bueno,Bueno,Bajo,0,0,0,0
2022-02-05,Cerrillos,Cerrillos,Poniente,Urbana de tráfico,18.67,44.8,39.93,80.8,37.97,101.2,21.24,56.64,1016.66,2.22,238.55,402.96,3931.58,0.0,0.0,0.29,5,1,0,0,Fin de semana,Verano,Resto del año,Q2 (medio-bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-05,Cerro Navia,Cerro Navia,Poniente,Urbana de fondo,20.11,42.3,44.52,84.0,36.16,87.9,21.3,58.27,1016.3,2.87,221.35,375.42,3946.21,0.0,0.0,0.21,5,1,0,0,Fin de semana,Verano,Resto del año,Q1 (bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-05,El Bosque,El Bosque,Sur,Urbana de fondo,19.04,52.2,43.38,91.9,37.63,90.5,21.4,57.19,1017.27,2.87,221.89,373.75,3979.79,0.0,0.0,0.38,5,1,0,0,Fin de semana,Verano,Resto del año,Q1 (bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-05,Independencia,Independencia,Centro,Urbana de tráfico,17.88,46.7,39.88,86.0,38.13,93.4,21.09,56.58,1016.06,2.47,225.55,381.88,3946.33,0.0,0.0,0.5,5,1,0,0,Fin de semana,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-05,La Florida,La Florida,Sur,Urbana de fondo,12.56,39.2,30.82,76.0,37.58,87.2,21.49,56.34,1015.98,3.24,232.84,379.08,3941.08,0.0,0.0,0.33,5,1,0,0,Fin de semana,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-05,Las Condes,Las Condes,Oriente,Urbana de fondo,7.57,24.2,22.23,48.2,38.23,82.3,21.71,56.52,1016.18,2.6,230.26,372.04,4006.58,0.0,0.0,0.25,5,1,0,0,Fin de semana,Verano,Resto del año,Q5 (alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-05,Providencia,Providencia,Oriente,Urbana de tráfico,11.38,31.3,27.4,64.5,37.96,105.2,20.97,59.05,1017.09,1.86,220.44,378.96,3876.17,0.0,0.0,0.25,5,1,0,0,Fin de semana,Verano,Resto del año,Q5 (alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-05,Pudahuel,Pudahuel,Poniente,Suburbana,20.6,46.5,45.04,86.0,39.92,96.1,21.9,60.4,1016.97,2.6,219.98,405.0,4027.38,0.0,0.0,0.42,5,1,0,0,Fin de semana,Verano,Resto del año,Q2 (medio-bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-05,Puente Alto,Puente Alto,Sur,Suburbana,21.56,49.2,45.18,85.7,37.79,115.5,21.65,56.52,1016.99,2.34,217.97,382.58,3902.58,0.0,0.0,0.38,5,1,0,0,Fin de semana,Verano,Resto del año,Q3 (medio),Bueno,Bueno,Bajo,0,0,0,0
2022-02-05,Quilicura,Quilicura,Norte,Urbana de tráfico,20.11,40.3,43.94,78.3,38.58,108.5,21.16,54.35,1017.92,2.58,224.4,363.96,3861.38,0.0,0.0,0.58,5,1,0,0,Fin de semana,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-05,Talagante,Talagante,Poniente,Suburbana,15.73,34.8,35.82,63.1,37.86,91.8,21.67,56.82,1015.89,2.23,209.67,416.33,3993.71,0.0,0.0,0.25,5,1,0,0,Fin de semana,Verano,Resto del año,Q3 (medio),Bueno,Bueno,Bajo,0,0,0,0
2022-02-06,Cerrillos,Cerrillos,Poniente,Urbana de tráfico,18.19,37.3,40.22,74.8,39.2,87.5,21.79,60.88,1017.08,2.85,232.7,384.08,4013.12,0.0,0.0,0.42,6,1,0,0,Fin de semana,Verano,Resto del año,Q2 (medio-bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-06,Cerro Navia,Cerro Navia,Poniente,Urbana de fondo,21.23,45.7,45.32,83.9,36.29,95.9,21.58,57.02,1016.38,2.59,218.92,388.96,4066.08,0.0,0.0,0.42,6,1,0,0,Fin de semana,Verano,Resto del año,Q1 (bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-06,El Bosque,El Bosque,Sur,Urbana de fondo,21.65,43.6,46.43,82.4,36.84,108.1,21.8,55.72,1016.61,2.51,234.05,385.46,4029.83,0.0,0.0,0.38,6,1,0,0,Fin de semana,Verano,Resto del año,Q1 (bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-06,Independencia,Independencia,Centro,Urbana de tráfico,18.05,46.6,39.55,79.2,34.07,89.8,21.83,57.28,1016.53,2.21,228.4,361.91,4051.04,0.0,0.0,0.46,6,1,0,0,Fin de semana,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-06,La Florida,La Florida,Sur,Urbana de fondo,16.7,42.7,37.52,72.4,36.6,91.2,21.31,55.63,1017.18,2.64,218.63,375.92,3891.04,0.0,0.0,0.38,6,1,0,0,Fin de semana,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-06,Las Condes,Las Condes,Oriente,Urbana de fondo,7.39,30.5,22.22,63.6,36.28,95.7,21.56,57.02,1016.67,2.5,232.95,341.17,4101.54,0.0,0.0,0.17,6,1,0,0,Fin de semana,Verano,Resto del año,Q5 (alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-06,Providencia,Providencia,Oriente,Urbana de tráfico,10.49,34.0,26.89,60.9,34.32,91.5,21.99,54.5,1017.78,2.4,224.75,381.92,3991.46,0.0,0.0,0.38,6,1,0,0,Fin de semana,Verano,Resto del año,Q5 (alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-06,Pudahuel,Pudahuel,Poniente,Suburbana,19.39,49.7,42.7,84.4,37.0,103.0,21.28,58.59,1016.69,2.8,226.77,378.96,3959.58,0.0,0.0,0.38,6,1,0,0,Fin de semana,Verano,Resto del año,Q2 (medio-bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-06,Puente Alto,Puente Alto,Sur,Suburbana,19.1,45.8,42.0,95.8,36.63,90.0,21.55,57.28,1016.47,2.28,225.5,385.83,4051.58,0.0,0.0,0.25,6,1,0,0,Fin de semana,Verano,Resto del año,Q3 (medio),Bueno,Bueno,Bajo,0,0,0,0
2022-02-06,Quilicura,Quilicura,Norte,Urbana de tráfico,17.32,39.7,37.59,72.1,35.83,92.5,21.39,56.87,1017.59,2.5,221.03,364.3,3926.67,1.4,1.4,0.21,6,1,0,0,Fin de semana,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-06,Talagante,Talagante,Poniente,Suburbana,16.63,47.7,37.92,85.7,36.42,91.7,21.79,56.95,1015.87,2.52,235.62,378.62,4017.67,0.0,0.0,0.42,6,1,0,0,Fin de semana,Verano,Resto del año,Q3 (medio),Bueno,Bueno,Bajo,0,0,0,0
2022-02-07,Cerrillos,Cerrillos,Poniente,Urbana de tráfico,22.58,45.1,47.05,86.6,36.32,103.2,20.91,57.87,1017.88,2.4,226.37,389.79,3972.08,0.0,0.0,0.29,0,0,0,0,Laboral,Verano,Resto del año,Q2 (medio-bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-07,Cerro Navia,Cerro Navia,Poniente,Urbana de fondo,21.07,56.7,45.75,105.0,38.05,103.5,21.8,57.0,1016.45,2.95,226.47,388.17,3944.17,0.0,0.0,0.12,0,0,0,0,Laboral,Verano,Resto del año,Q1 (bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-07,El Bosque,El Bosque,Sur,Urbana de fondo,25.43,45.5,53.26,83.8,40.86,102.6,20.74,57.97,1017.82,3.12,219.46,383.21,3861.25,0.0,0.0,0.46,0,0,0,0,Laboral,Verano,Resto del año,Q1 (bajo),Bueno,Bueno,Medio,0,0,0,0
2022-02-07,Independencia,Independencia,Centro,Urbana de tráfico,19.93,51.2,44.57,97.0,37.66,110.7,21.15,57.72,1017.42,2.58,237.36,396.13,3872.71,4.8,4.8,0.29,0,0,0,0,Laboral,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-07,La Florida,La Florida,Sur,Urbana de fondo,18.78,39.8,41.8,77.5,33.64,92.2,21.19,59.78,1017.51,2.5,219.4,381.62,4025.25,0.0,0.0,0.33,0,0,0,0,Laboral,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-07,Las Condes,Las Condes,Oriente,Urbana de fondo,8.83,29.8,23.72,58.3,34.27,96.7,21.62,59.17,1017.25,2.62,231.77,379.62,4119.38,0.0,0.0,0.21,0,0,0,0,Laboral,Verano,Resto del año,Q5 (alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-07,Providencia,Providencia,Oriente,Urbana de tráfico,14.1,39.8,35.87,81.0,35.0,98.7,21.43,56.72,1015.73,2.82,232.54,340.91,3984.83,0.0,0.0,0.42,0,0,0,0,Laboral,Verano,Resto del año,Q5 (alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-07,Pudahuel,Pudahuel,Poniente,Suburbana,22.27,43.2,47.35,90.6,35.1,89.6,22.18,55.97,1014.79,2.5,224.78,381.88,4081.08,0.0,0.0,0.25,0,0,0,0,Laboral,Verano,Resto del año,Q2 (medio-bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-07,Puente Alto,Puente Alto,Sur,Suburbana,25.02,56.4,53.1,97.8,35.55,91.6,21.43,55.94,1017.06,2.62,218.14,376.58,3977.58,0.0,0.0,0.38,0,0,0,0,Laboral,Verano,Resto del año,Q3 (medio),Bueno,Bueno,Medio,0,0,0,0
2022-02-07,Quilicura,Quilicura,Norte,Urbana de tráfico,23.36,54.8,49.18,110.5,36.88,95.2,21.06,56.1,1016.22,2.47,229.62,389.42,3957.29,0.0,0.0,0.29,0,0,0,0,Laboral,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-07,Talagante,Talagante,Poniente,Suburbana,13.99,51.1,34.08,103.1,34.47,95.1,21.36,57.34,1016.34,3.04,230.58,380.21,3965.71,0.0,0.0,0.12,0,0,0,0,Laboral,Verano,Resto del año,Q3 (medio),Bueno,Bueno,Bajo,0,0,0,0
2022-02-08,Cerrillos,Cerrillos,Poniente,Urbana de tráfico,22.46,52.7,47.64,90.2,36.4,93.6,21.13,59.85,1016.95,2.48,226.08,379.04,3919.04,0.0,0.0,0.33,1,0,0,0,Laboral,Verano,Resto del año,Q2 (medio-bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-08,Cerro Navia,Cerro Navia,Poniente,Urbana de fondo,26.32,55.9,54.81,107.5,35.49,96.8,20.78,55.64,1016.74,2.73,225.26,383.83,4057.54,0.0,0.0,0.33,1,0,0,0,Laboral,Verano,Resto del año,Q1 (bajo),Bueno,Bueno,Medio,0,0,0,0
2022-02-08,El Bosque,El Bosque,Sur,Urbana de fondo,21.98,49.0,46.46,80.8,35.54,100.5,21.9,60.1,1017.29,2.74,221.67,383.58,4123.21,0.0,0.0,0.33,1,0,0,0,Laboral,Verano,Resto del año,Q1 (bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-08,Independencia,Independencia,Centro,Urbana de tráfico,21.04,51.1,44.78,97.5,35.8,95.3,20.72,55.65,1016.55,2.25,230.35,381.58,3943.42,0.0,0.0,0.17,1,0,0,0,Laboral,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-08,La Florida,La Florida,Sur,Urbana de fondo,18.75,50.1,41.9,85.9,39.25,107.2,21.95,54.66,1017.45,2.62,230.67,378.96,4083.67,0.0,0.0,0.42,1,0,0,0,Laboral,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-08,Las Condes,Las Condes,Oriente,Urbana de fondo,8.41,29.3,22.73,55.8,34.63,93.0,21.59,59.16,1015.7,2.3,228.27,377.48,4052.0,0.0,0.0,0.21,1,0,0,0,Laboral,Verano,Resto del año,Q5 (alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-08,Providencia,Providencia,Oriente,Urbana de tráfico,13.08,43.6,32.59,76.3,37.7,86.8,21.53,57.04,1016.14,2.84,217.09,382.17,4082.21,0.0,0.0,0.42,1,0,0,0,Laboral,Verano,Resto del año,Q5 (alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-08,Pudahuel,Pudahuel,Poniente,Suburbana,27.43,60.3,54.9,103.9,34.26,104.8,21.4,57.54,1017.29,2.46,223.48,374.38,3990.5,0.0,0.0,0.54,1,0,0,0,Laboral,Verano,Resto del año,Q2 (medio-bajo),Bueno,Bueno,Medio,0,0,0,0
2022-02-08,Puente Alto,Puente Alto,Sur,Suburbana,20.49,49.1,44.27,97.3,36.52,85.3,20.91,61.33,1016.56,2.7,222.2,382.09,3955.62,0.0,0.0,0.29,1,0,0,0,Laboral,Verano,Resto del año,Q3 (medio),Bueno,Bueno,Bajo,0,0,0,0
2022-02-08,Quilicura,Quilicura,Norte,Urbana de tráfico,23.74,57.5,49.47,100.5,37.28,84.4,20.7,54.95,1017.33,2.29,217.99,391.92,3897.71,2.5,2.5,0.25,1,0,0,0,Laboral,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-08,Talagante,Talagante,Poniente,Suburbana,16.44,45.6,37.71,80.2,35.46,103.5,20.9,59.38,1017.46,2.89,221.56,376.33,3869.42,0.0,0.0,0.25,1,0,0,0,Laboral,Verano,Resto del año,Q3 (medio),Bueno,Bueno,Bajo,0,0,0,0
2022-02-09,Cerrillos,Cerrillos,Poniente,Urbana de tráfico,24.92,48.8,50.68,94.8,36.16,93.9,20.9,57.72,1017.17,2.38,230.2,393.52,3876.17,0.0,0.0,0.29,2,0,0,0,Laboral,Verano,Resto del año,Q2 (medio-bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-09,Cerro Navia,Cerro Navia,Poniente,Urbana de fondo,25.13,53.8,50.47,89.4,33.87,93.7,21.67,55.59,1016.8,2.4,225.05,379.25,4010.46,0.0,0.0,0.29,2,0,0,0,Laboral,Verano,Resto del año,Q1 (bajo),Bueno,Bueno,Medio,0,0,0,0
2022-02-09,El Bosque,El Bosque,Sur,Urbana de fondo,26.4,63.4,53.0,115.3,37.77,89.5,21.21,57.87,1017.66,2.55,222.72,373.96,3899.88,0.0,0.0,0.42,2,0,0,0,Laboral,Verano,Resto del año,Q1 (bajo),Bueno,Bueno,Medio,0,0,0,0
2022-02-09,Independencia,Independencia,Centro,Urbana de tráfico,20.96,48.1,45.69,93.9,33.21,110.3,20.64,57.2,1015.96,2.58,226.22,376.04,3786.21,0.0,0.0,0.33,2,0,0,0,Laboral,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-09,La Florida,La Florida,Sur,Urbana de fondo,19.0,46.1,39.72,87.9,34.82,97.0,20.89,57.95,1016.34,2.39,223.63,381.54,3917.96,0.0,0.0,0.33,2,0,0,0,Laboral,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-09,Las Condes,Las Condes,Oriente,Urbana de fondo,9.33,43.1,25.74,85.9,35.74,96.6,21.81,58.96,1017.55,2.89,222.33,386.08,3988.5,0.0,0.0,0.17,2,0,0,0,Laboral,Verano,Resto del año,Q5 (alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-09,Providencia,Providencia,Oriente,Urbana de tráfico,9.85,26.8,26.8,52.4,34.49,85.2,21.63,54.08,1015.79,2.67,223.99,393.65,4061.33,0.0,0.0,0.25,2,0,0,0,Laboral,Verano,Resto del año,Q5 (alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-09,Pudahuel,Pudahuel,Poniente,Suburbana,29.62,55.2,59.53,103.4,35.12,97.5,21.56,54.82,1017.91,2.42,228.26,383.08,3977.12,0.0,0.0,0.38,2,0,0,0,Laboral,Verano,Resto del año,Q2 (medio-bajo),Bueno,Bueno,Medio,0,0,0,0
2022-02-09,Puente Alto,Puente Alto,Sur,Suburbana,20.37,49.1,47.02,97.4,35.75,93.9,21.29,57.38,1016.53,2.72,230.31,383.88,3931.25,0.0,0.0,0.29,2,0,0,0,Laboral,Verano,Resto del año,Q3 (medio),Bueno,Bueno,Bajo,0,0,0,0
2022-02-09,Quilicura,Quilicura,Norte,Urbana de tráfico,24.3,55.4,49.82,109.4,34.58,99.5,21.86,57.02,1015.12,1.97,224.15,382.96,4023.08,0.0,0.0,0.21,2,0,0,0,Laboral,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-09,Talagante,Talagante,Poniente,Suburbana,23.66,51.1,49.02,102.0,35.85,87.8,21.65,52.68,1016.56,2.33,215.29,372.54,4005.21,0.0,0.0,0.5,2,0,0,0,Laboral,Verano,Resto del año,Q3 (medio),Bueno,Bueno,Bajo,0,0,0,0
2022-02-10,Cerrillos,Cerrillos,Poniente,Urbana de tráfico,23.35,55.3,48.89,105.5,36.59,92.9,21.05,54.64,1015.91,2.29,235.14,378.08,3893.67,0.0,0.0,0.29,3,0,0,0,Laboral,Verano,Resto del año,Q2 (medio-bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-10,Cerro Navia,Cerro Navia,Poniente,Urbana de fondo,27.88,64.3,57.99,107.1,35.37,93.7,21.16,56.18,1016.94,2.48,233.05,401.45,3874.38,0.0,0.0,0.46,3,0,0,0,Laboral,Verano,Resto del año,Q1 (bajo),Bueno,Bueno,Medio,0,0,0,0
2022-02-10,El Bosque,El Bosque,Sur,Urbana de fondo,29.72,62.4,59.9,119.9,33.32,89.7,21.09,55.28,1016.05,2.45,223.77,374.75,4016.42,0.0,0.0,0.42,3,0,0,0,Laboral,Verano,Resto del año,Q1 (bajo),Bueno,Bueno,Medio,0,0,0,0
2022-02-10,Independencia,Independencia,Centro,Urbana de tráfico,15.49,41.4,35.85,73.5,36.62,92.3,20.9,59.23,1017.07,3.09,220.79,386.39,3901.17,0.0,0.0,0.29,3,0,0,0,Laboral,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-10,La Florida,La Florida,Sur,Urbana de fondo,19.65,54.3,42.09,101.1,38.43,94.6,20.89,57.16,1016.68,2.52,225.26,369.52,3848.58,0.0,0.0,0.33,3,0,0,0,Laboral,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-10,Las Condes,Las Condes,Oriente,Urbana de fondo,11.81,42.7,30.48,81.6,35.7,86.6,20.97,58.65,1017.31,2.5,220.64,383.71,3970.96,0.0,0.0,0.38,3,0,0,0,Laboral,Verano,Resto del año,Q5 (alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-10,Providencia,Providencia,Oriente,Urbana de tráfico,12.81,39.1,31.39,75.9,33.93,106.3,21.96,56.72,1016.36,2.5,236.77,364.17,3979.92,0.0,0.0,0.33,3,0,0,0,Laboral,Verano,Resto del año,Q5 (alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-10,Pudahuel,Pudahuel,Poniente,Suburbana,20.47,49.4,44.24,95.4,38.64,101.2,21.55,56.75,1016.98,3.07,224.08,378.17,3964.92,0.0,0.0,0.29,3,0,0,0,Laboral,Verano,Resto del año,Q2 (medio-bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-10,Puente Alto,Puente Alto,Sur,Suburbana,25.92,65.4,51.8,125.1,35.75,98.9,20.64,58.71,1017.42,2.07,224.73,368.71,3797.62,0.0,0.0,0.38,3,0,0,0,Laboral,Verano,Resto del año,Q3 (medio),Bueno,Bueno,Medio,0,0,0,0
2022-02-10,Quilicura,Quilicura,Norte,Urbana de tráfico,19.25,53.0,42.82,102.3,32.07,83.7,21.01,56.82,1016.91,2.65,226.16,355.73,3862.12,0.0,0.0,0.17,3,0,0,0,Laboral,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-10,Talagante,Talagante,Poniente,Suburbana,18.1,57.0,39.74,104.6,30.59,92.2,21.8,55.4,1016.66,2.79,218.47,374.29,4056.83,0.0,0.0,0.21,3,0,0,0,Laboral,Verano,Resto del año,Q3 (medio),Bueno,Bueno,Bajo,0,0,0,0
2022-02-11,Cerrillos,Cerrillos,Poniente,Urbana de tráfico,24.99,55.7,51.34,105.7,35.72,91.5,20.8,57.92,1017.29,2.34,228.45,372.88,3898.33,0.2,0.2,0.38,4,0,0,0,Laboral,Verano,Resto del año,Q2 (medio-bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-11,Cerro Navia,Cerro Navia,Poniente,Urbana de fondo,27.27,59.9,56.51,101.3,36.48,95.9,22.13,56.8,1017.08,2.84,211.96,366.58,4042.92,0.0,0.0,0.54,4,0,0,0,Laboral,Verano,Resto del año,Q1 (bajo),Bueno,Bueno,Medio,0,0,0,0
2022-02-11,El Bosque,El Bosque,Sur,Urbana de fondo,24.86,53.6,52.66,110.6,36.42,96.6,21.02,54.91,1015.87,2.53,221.74,374.83,3846.92,0.0,0.0,0.29,4,0,0,0,Laboral,Verano,Resto del año,Q1 (bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-11,Independencia,Independencia,Centro,Urbana de tráfico,22.57,61.7,47.15,119.9,37.56,102.6,20.6,57.45,1016.12,2.35,227.28,376.21,3843.92,0.0,0.0,0.33,4,0,0,0,Laboral,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-11,La Florida,La Florida,Sur,Urbana de fondo,22.45,48.5,49.31,84.8,32.78,83.8,21.4,60.33,1016.65,2.61,236.54,371.38,4021.42,0.0,0.0,0.46,4,0,0,0,Laboral,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-11,Las Condes,Las Condes,Oriente,Urbana de fondo,9.44,39.8,24.52,71.2,39.05,88.7,21.49,56.78,1016.09,2.07,229.23,368.33,3894.88,0.0,0.0,0.17,4,0,0,0,Laboral,Verano,Resto del año,Q5 (alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-11,Providencia,Providencia,Oriente,Urbana de tráfico,9.42,35.5,27.11,68.8,34.46,94.1,21.14,56.55,1017.02,3.25,228.04,379.88,3836.33,0.0,0.0,0.38,4,0,0,0,Laboral,Verano,Resto del año,Q5 (alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-11,Pudahuel,Pudahuel,Poniente,Suburbana,24.15,57.1,51.76,108.1,37.35,92.2,21.33,54.85,1014.63,3.11,217.56,379.17,3958.75,0.0,0.0,0.33,4,0,0,0,Laboral,Verano,Resto del año,Q2 (medio-bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-11,Puente Alto,Puente Alto,Sur,Suburbana,25.37,56.4,51.71,98.0,39.59,99.1,20.5,57.38,1016.06,1.92,223.18,347.61,3823.88,0.0,0.0,0.25,4,0,0,0,Laboral,Verano,Resto del año,Q3 (medio),Bueno,Bueno,Medio,0,0,0,0
2022-02-11,Quilicura,Quilicura,Norte,Urbana de tráfico,20.79,49.2,45.23,89.1,37.57,110.7,20.48,56.8,1016.94,2.42,228.22,375.25,3897.79,0.0,0.0,0.25,4,0,0,0,Laboral,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-11,Talagante,Talagante,Poniente,Suburbana,10.3,44.7,28.55,85.2,38.04,87.8,20.95,56.15,1016.28,3.31,228.4,372.42,3929.88,0.0,0.0,0.17,4,0,0,0,Laboral,Verano,Resto del año,Q3 (medio),Bueno,Bueno,Bajo,0,0,0,0
2022-02-12,Cerrillos,Cerrillos,Poniente,Urbana de tráfico,23.04,48.3,46.78,77.0,32.92,88.1,21.15,56.53,1016.55,2.26,222.08,329.82,3989.29,0.0,0.0,0.42,5,1,0,0,Fin de semana,Verano,Resto del año,Q2 (medio-bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-12,Cerro Navia,Cerro Navia,Poniente,Urbana de fondo,21.35,49.1,45.14,82.9,35.3,97.7,20.38,57.58,1015.92,2.69,225.69,388.52,3756.88,0.0,0.0,0.33,5,1,0,0,Fin de semana,Verano,Resto del año,Q1 (bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-12,El Bosque,El Bosque,Sur,Urbana de fondo,22.31,42.4,47.22,85.6,35.83,109.5,20.3,60.17,1016.98,2.32,220.56,365.42,3911.79,0.0,0.0,0.33,5,1,0,0,Fin de semana,Verano,Resto del año,Q1 (bajo),Bueno,Bueno,Bajo,0,0,0,0
2022-02-12,Independencia,Independencia,Centro,Urbana de tráfico,17.33,48.0,41.1,83.8,35.08,89.9,20.97,58.21,1015.98,2.5,217.18,365.38,3951.67,0.0,0.0,0.29,5,1,0,0,Fin de semana,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-12,La Florida,La Florida,Sur,Urbana de fondo,16.56,44.5,37.47,78.7,37.05,83.8,21.55,57.6,1016.25,2.45,221.06,365.54,4017.92,0.0,0.0,0.42,5,1,0,0,Fin de semana,Verano,Resto del año,Q4 (medio-alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-12,Las Condes,Las Condes,Oriente,Urbana de fondo,5.53,21.7,19.48,47.9,33.98,88.7,21.21,59.0,1016.61,2.94,220.73,364.29,4091.04,0.0,0.0,0.12,5,1,0,0,Fin de semana,Verano,Resto del año,Q5 (alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-12,Providencia,Providencia,Oriente,Urbana de tráfico,7.37,26.5,22.07,53.2,33.5,93.2,20.54,58.36,1016.17,2.72,225.02,367.25,3902.62,0.0,0.0,0.38,5,1,0,0,Fin de semana,Verano,Resto del año,Q5 (alto),Bueno,Bueno,Bajo,0,0,0,0
2022-02-12,Pudahuel,Pudahuel,Poniente,Suburbana,19.59,52.0,42.41,92.6,32.57,87.8,21.36,56.92,1016.37,2.5,217.54,355.35,3964.46,0.0,0.0,0.25,5,1,0,0,Fin de semana,Verano,Resto del año,Q2 (medio-bajo),Bueno,Bueno,Bajo,0,0,0,0
